CHEMBL1096634	120892
CHEMBL1516890	120892
CHEMBL175321	120892
CHEMBL176857	120892
CHEMBL1789963	120892
CHEMBL1794050	120892
CHEMBL1794052	120892
CHEMBL1794055	120892
CHEMBL187081	120892
CHEMBL1880739	120892
CHEMBL188268	120892
CHEMBL1895450	120892
CHEMBL1909360	120892
CHEMBL1909368	120892
CHEMBL1956068	120892
CHEMBL222419	120892
CHEMBL241517	120892
CHEMBL269827	120892
CHEMBL269883	120892
CHEMBL270544	120892
CHEMBL271595	120892
CHEMBL273564	120892
CHEMBL359999	120892
CHEMBL361894	120892
CHEMBL373751	120892
CHEMBL409892	120892
CHEMBL450071	120892
CHEMBL456252	120892
CHEMBL458415	120892
CHEMBL458438	120892
CHEMBL458865	120892
CHEMBL463931	120892
CHEMBL467581	120892
CHEMBL476259	120892
CHEMBL477069	120892
CHEMBL480382	120892
CHEMBL505915	120892
CHEMBL506153	120892
CHEMBL511765	120892
CHEMBL513897	120892
CHEMBL514162	120892
CHEMBL514261	120892
CHEMBL517171	120892
CHEMBL521806	120892
CHEMBL176857	131890
CHEMBL1789963	131890
CHEMBL1794050	131890
CHEMBL1895450	131890
CHEMBL1909349	131890
CHEMBL456252	131890
CHEMBL463931	131890
CHEMBL179311	147746
CHEMBL187081	147746
CHEMBL1882194	147746
CHEMBL188381	147746
CHEMBL1909368	147746
CHEMBL1909383	147746
CHEMBL1909396	147746
CHEMBL247228	147746
CHEMBL273564	147746
CHEMBL306865	147746
CHEMBL359963	147746
CHEMBL359999	147746
CHEMBL361894	147746
CHEMBL365248	147746
CHEMBL373751	147746
CHEMBL396107	147746
CHEMBL450071	147746
CHEMBL458865	147746
CHEMBL468963	147746
CHEMBL476259	147746
CHEMBL477069	147746
CHEMBL480382	147746
CHEMBL495696	147746
CHEMBL511765	147746
CHEMBL513897	147746
CHEMBL588025	147746
CHEMBL66292	147746
CHEMBL1909379	2064
CHEMBL1909380	2064
CHEMBL1909385	2064
CHEMBL1909386	2064
CHEMBL1909388	2064
CHEMBL1909390	2064
CHEMBL1909391	2064
CHEMBL1909392	2064
CHEMBL1909393	2064
CHEMBL1909394	2064
CHEMBL1909395	2064
CHEMBL212250	2064
CHEMBL30432	2064
CHEMBL384407	2064
CHEMBL475599	2064
CHEMBL475761	2064
CHEMBL507329	2064
CHEMBL512076	2064
CHEMBL517123	2064
CHEMBL529066	2064
CHEMBL531804	2064
CHEMBL179311	2534
CHEMBL179465	2534
CHEMBL188381	2534
CHEMBL189459	2534
CHEMBL1909352	2534
CHEMBL1909357	2534
CHEMBL1909358	2534
CHEMBL1909359	2534
CHEMBL1909381	2534
CHEMBL1909383	2534
CHEMBL1909396	2534
CHEMBL191705	2534
CHEMBL206010	2534
CHEMBL237347	2534
CHEMBL251549	2534
CHEMBL269883	2534
CHEMBL272165	2534
CHEMBL306865	2534
CHEMBL365297	2534
CHEMBL372474	2534
CHEMBL373751	2534
CHEMBL410072	2534
CHEMBL434729	2534
CHEMBL473420	2534
CHEMBL479079	2534
CHEMBL581096	2534
CHEMBL66292	2534
CHEMBL67241	2534
CHEMBL175321	1436
CHEMBL176553	1436
CHEMBL1789962	1436
CHEMBL1789963	1436
CHEMBL179311	1436
CHEMBL1794055	1436
CHEMBL1794060	1436
CHEMBL1794062	1436
CHEMBL1794073	1436
CHEMBL179465	1436
CHEMBL182283	1436
CHEMBL187081	1436
CHEMBL1882194	1436
CHEMBL188257	1436
CHEMBL188381	1436
CHEMBL189231	1436
CHEMBL189353	1436
CHEMBL1909359	1436
CHEMBL1909360	1436
CHEMBL1909361	1436
CHEMBL1909362	1436
CHEMBL1909368	1436
CHEMBL1909382	1436
CHEMBL1909396	1436
CHEMBL1956068	1436
CHEMBL206010	1436
CHEMBL230911	1436
CHEMBL243907	1436
CHEMBL247228	1436
CHEMBL261849	1436
CHEMBL270544	1436
CHEMBL271595	1436
CHEMBL273564	1436
CHEMBL275473	1436
CHEMBL359963	1436
CHEMBL359999	1436
CHEMBL361894	1436
CHEMBL365297	1436
CHEMBL396107	1436
CHEMBL405042	1436
CHEMBL409892	1436
CHEMBL443563	1436
CHEMBL456252	1436
CHEMBL463931	1436
CHEMBL468963	1436
CHEMBL473420	1436
CHEMBL476259	1436
CHEMBL477069	1436
CHEMBL479079	1436
CHEMBL495696	1436
CHEMBL513897	1436
CHEMBL520037	1436
CHEMBL588025	1436
CHEMBL176553	25
CHEMBL1789961	25
CHEMBL1789962	25
CHEMBL179311	25
CHEMBL1794055	25
CHEMBL1794060	25
CHEMBL1794073	25
CHEMBL179465	25
CHEMBL188257	25
CHEMBL188381	25
CHEMBL189353	25
CHEMBL189459	25
CHEMBL1909352	25
CHEMBL1909357	25
CHEMBL1909358	25
CHEMBL1909359	25
CHEMBL1909360	25
CHEMBL1909364	25
CHEMBL1909365	25
CHEMBL1909366	25
CHEMBL1909368	25
CHEMBL1909369	25
CHEMBL1909370	25
CHEMBL1909371	25
CHEMBL1909374	25
CHEMBL1909381	25
CHEMBL1909382	25
CHEMBL1909383	25
CHEMBL1909396	25
CHEMBL1909412	25
CHEMBL191705	25
CHEMBL1956068	25
CHEMBL202891	25
CHEMBL204934	25
CHEMBL205158	25
CHEMBL206010	25
